@relation EpidemicML
@attribute prophet_probability numeric
@attribute buffer_occupency numeric
@attribute successful_deliveries numeric
@attribute success_ratio numeric
@attribute from_speed numeric
@attribute to_speed numeric
@attribute distance_to_end numeric
@attribute distance_from_source numeric
@attribute message_live_time numeric
@attribute from_energy numeric
@attribute to_energy numeric
@attribute current_hop_count numeric
@attribute is_succesfully_delivered {0,1}
@data
0.0,4381166.0,0,0.0,3.610060775508217,0.682853779768917,1993.881487249138,294.08828075096153,320.40000000000936,178593.90000001987,178622.80000001987,2,0
0.0,4124984.0,0,0.0,8.646941389587816,3.256684349422051,1209.0567378006617,0.0,46.60000000001122,178582.10000002035,178582.00000002034,1,0
0.0,3563282.0,0,0.0,9.34538283471937,0.9077529895291524,1069.4757184596197,0.0,263.0000000000127,178528.50000002072,178544.90000002072,1,0
0.0,4086123.0,0,0.0,7.849379892573914,0.5589345645054297,2037.5303091297162,0.0,212.20000000001454,178510.2000000212,178539.2000000212,1,0
0.0,4381166.0,0,0.0,11.655862780192397,0.7825397830741819,1764.0168118683196,0.0,343.4000000000146,178486.4000000212,178508.3000000212,1,0
0.0,4381166.0,0,0.0,3.610060775508217,0.7825397830741819,1740.263509770128,6.776676488755936,345.50000000001506,178477.50000002133,178487.40000002141,2,0
0.0,4437953.0,0,0.0,7.470727327633655,0.5658474351962436,1259.7875320171363,0.0,170.50000000001802,178439.0000000221,178462.40000002208,1,0
0.0,4419960.0,0,0.0,0.527591207593262,3.382629396615118,1709.6770366821318,0.0,21.50000000001984,178446.00000002253,178426.40000002252,1,1
0.0,4381166.0,0,0.0,11.655862780192397,0.6311643198850126,1500.4489759252615,0.0,371.80000000002104,178360.80000002292,178405.30000002283,1,0
0.0,4419960.0,0,0.0,3.382629396615118,3.3467104601338855,1741.13220855211,17.547303116808784,28.50000000002143,178382.00000002293,178410.00000002293,2,1
0.2976274590191384,4480699.0,0,0.0,8.11628445305896,12.396705638671122,530.8968827795214,0.0,2.900000000022885,178384.4000000233,178376.8000000233,1,0
0.7540528742690368,3957442.0,0,0.0,8.11628445305896,6.4256077016151885,534.9718526047975,0.0,6.900000000023795,178356.90000002354,178298.90000002354,1,1
0.0,4437953.0,0,0.0,7.470727327633655,4.2261637077009935,1482.393305428912,0.0,202.5000000000253,178296.00000002392,178330.00000002392,1,0
0.7145386229263567,3957442.0,1,1.0,6.4256077016151885,0.8629822353086423,604.2491753885546,42.0619244016193,15.000000000025636,178252.000000024,178307.500000024,2,1
0.0,4437953.0,0,0.0,7.470727327633655,1.2175054688677056,1537.7786475934975,0.0,211.00000000002723,178249.50000002442,178308.00000002442,1,0
0.0,4124984.0,0,0.0,8.646941389587816,5.048760562164104,1467.8364921854202,0.0,119.20000000002773,178283.70000002455,178295.60000002454,1,0
0.0,4124984.0,0,0.0,8.646941389587816,3.9413123785880178,1490.5073043447064,0.0,121.60000000002827,178267.6000000247,178266.00000002468,1,0
0.1477591465519938,4480699.0,0,0.0,6.4256077016151885,8.545372267525398,696.5738604010236,80.03243174922527,27.700000000028524,178187.20000002475,178285.20000002475,2,0
0.21527624761566405,4480699.0,0,0.0,5.039835624194049,8.545372267525398,654.6051767870014,0.0,33.50000000002984,178232.5000000251,178256.0000000251,1,0
0.0,4419960.0,0,0.0,3.3467104601338855,1.2266446278198977,1592.8142763979854,76.07921318721426,66.30000000003002,178246.80000002513,178255.20000002513,3,0
0.3352209040249001,4480699.0,0,0.0,0.8629822353086423,8.545372267525398,643.8009269233185,11.45434064598139,35.000000000030184,178217.50000002517,178239.00000002517,3,0
0.0,4306893.0,0,0.0,1.069596360411873,1.4880381475330942,1748.6633715621538,0.0,192.5000000000319,178234.0000000256,178222.4000000256,1,1
0.02256405620680131,4476743.0,0,0.0,0.7968301941274706,3.385626347025982,479.90652405463277,325.13508813427495,370.30000000003207,178203.80000002566,178226.80000002566,2,0
0.0,4124984.0,0,0.0,8.646941389587816,3.2374269499102324,1551.8788125140165,0.0,139.40000000003232,178184.90000002572,178214.40000002572,1,0
0.0,4381166.0,0,0.0,11.655862780192397,4.243961551447391,1560.1190795025545,0.0,423.1000000000327,178147.1000000259,178196.00000002582,1,0
0.0,4454914.0,0,0.0,1.4106458929422454,1.2482275992406375,570.0024664430559,344.8356996158487,223.1000000000334,178188.600000026,178204.000000026,2,0
0.0,4136459.0,0,0.0,0.859170389474308,0.8141502235037683,588.943445243567,281.12940482336325,258.8000000000338,178183.3000000261,178193.2000000261,2,0
0.0,4.9086123E7,0,0.0,11.173800963751074,7.552375842925566,2021.8113942477457,0.0,304.60000000003555,178114.60000002655,178161.60000002655,1,0
0.0,4444490.0,0,0.0,10.252832716660667,1.1081283999742628,2277.6192626734774,0.0,19.900000000035845,178136.40000002662,178148.80000002662,1,0
0.0,4136459.0,0,0.0,1.2554893620914942,3.7016738874126744,394.07762526226935,0.0,271.7000000000367,178124.20000002685,178133.20000002685,1,0
0.0,4086123.0,0,0.0,11.173800963751074,1.4554230763987328,1924.4072039320508,0.0,317.6000000000385,178054.1000000273,178098.0000000273,1,0
0.0,4.9086123E7,0,0.0,0.5589345645054297,7.800641844687604,2031.0341711941433,157.957145435856,318.0000000000386,178093.50000002733,178099.50000002733,2,0
0.0,4.9086123E7,0,0.0,11.173800963751074,9.535553042393197,1853.3104750854077,0.0,326.7000000000406,178006.20000002783,178030.70000002783,1,0
0.0,4437953.0,0,0.0,0.5658474351962436,4.2261637077009935,1156.9628013289343,612.0661495062143,270.2000000000407,178051.20000002783,178047.10000002783,2,0
0.004093157494074382,3783636.0,0,0.0,3.385626347025982,1.069596360411873,615.8302810493029,499.2351188977303,419.40000000004324,178020.4000000285,178017.30000002848,3,0
0.0,3783636.0,0,0.0,1.069596360411873,3.385626347025982,1866.4493573223356,0.0,244.60000000004374,177997.10000002861,178001.60000002861,1,0
0.0,4437953.0,0,0.0,1.2175054688677056,0.6630754543598291,1587.6891199001336,182.14354100743634,287.4000000000446,177991.40000002884,177998.80000002883,2,0
0.0,4.9017789E7,0,0.0,1.0193948213002595,7.258537125593006,1566.873360386799,0.0,18.700000000044895,177992.7000000289,177957.6000000289,1,0
0.0,4419960.0,0,0.0,3.3467104601338855,1.3508216275886507,1477.8608169371525,188.96466387841235,133.5000000000453,177966.50000002902,177990.400000029,3,1
0.0,4125329.0,0,0.0,13.19348934111068,3.2374269499102324,1166.1259508278367,0.0,407.4000000000455,177944.40000002907,177974.90000002907,1,0
0.0,4136459.0,0,0.0,0.859170389474308,0.7534218075317747,597.3474322137387,359.6810111220791,311.00000000004565,177953.5000000291,177988.0000000291,2,1
0.0,4.9086123E7,0,0.0,0.5589345645054297,9.535553042393197,2031.3215168378863,503.2209540322138,351.5000000000462,177955.00000002925,177927.50000002925,2,0
0.0,4.9086123E7,0,0.0,9.535553042393197,7.800641844687604,2016.3014591602428,520.864131689696,355.3000000000471,177893.80000002947,177950.20000002946,3,0
0.0,4444490.0,0,0.0,10.252832716660667,4.48438027123869,1956.9866483132134,0.0,73.50000000004798,177917.00000002972,177922.4000000297,1,0
0.0,3222582.0,0,0.0,11.173800963751074,0.7534218075317747,1679.7452086090766,0.0,360.6000000000482,177862.60000002978,177924.60000002978,1,0
0.0,4444490.0,0,0.0,10.252832716660667,0.726763607273291,1954.5342043368114,0.0,74.9000000000483,177905.4000000298,177936.8000000298,1,0
0.0,4.9017789E7,0,0.0,1.0193948213002595,8.162465844170505,1570.245880250918,0.0,34.00000000004832,177920.0000000298,177896.4000000298,1,0
0.0,3222582.0,0,0.0,11.173800963751074,0.859170389474308,1678.8199338576019,0.0,362.2000000000486,177844.70000002984,177884.10000002984,1,0
0.07605050034039865,4480699.0,0,0.0,5.039835624194049,0.5874594458042993,1052.0470539008718,0.0,117.40000000004886,177889.9000000299,177930.8000000299,1,0
0.2587059498433034,3934020.0,0,0.0,0.8629822353086423,10.669180203285816,821.9316973366609,346.8600215463833,123.3000000000502,177858.80000003026,177903.20000003025,3,0
0.0,3563282.0,0,0.0,13.19348934111068,1.099262568170337,928.4752628727151,0.0,428.8000000000503,177849.30000003029,177874.70000003028,1,0
0.0,4381166.0,0,0.0,11.655862780192397,3.9413123785880178,1149.7989308297392,0.0,502.8000000000508,177818.8000000305,177860.8000000304,1,0
0.0,4086123.0,0,0.0,11.173800963751074,1.0988473090423083,1663.5805889448504,0.0,378.9000000000524,177768.90000003082,177860.40000003082,1,0
0.0,3917014.0,0,0.0,13.703984299085807,3.385626347025982,639.4568498341533,0.0,74.30000000005248,177840.30000003084,177833.70000003083,1,0
0.0,4086123.0,0,0.0,11.173800963751074,1.2450253028204448,1701.5760515802044,0.0,381.00000000005286,177755.00000003094,177852.00000003094,1,0
0.4633831001040608,3893592.0,0,0.0,10.669180203285816,13.703984299085807,1055.7951151031666,0.0,37.90000000005307,177843.400000031,177820.80000003098,1,0
0.0,4437953.0,0,0.0,7.470727327633655,4.114550048325524,1727.8593920809642,0.0,330.2000000000543,177761.7000000313,177827.6000000313,1,0
0.0747103932262475,3918652.0,0,0.0,5.039835624194049,0.5658474351962436,1144.8247153879581,0.0,143.80000000005487,177770.30000003145,177789.80000003145,1,0
0.0,4381166.0,0,0.0,11.655862780192397,3.2374269499102324,1154.501716911886,0.0,521.7000000000551,177735.7000000316,177792.6000000315,1,0
0.0,3043981.0,0,0.0,13.19348934111068,0.5658474351962436,758.5530165621616,0.0,451.40000000005546,177746.9000000316,177765.8000000316,1,0
0.0,3397713.0,0,0.0,13.703984299085807,0.8629822353086423,443.9841930388217,0.0,87.50000000005548,177773.5000000316,177753.9000000316,1,0
0.0,4086123.0,0,0.0,0.5589345645054297,1.4554230763987328,2023.8988043504671,686.3625478977755,394.800000000056,177759.80000003174,177776.80000003174,2,0
0.0,3606028.0,0,0.0,13.19348934111068,0.5874594458042993,710.451339433263,0.0,459.70000000005734,177702.20000003208,177770.20000003208,1,0
0.2334351524621162,4453321.0,0,0.0,10.669180203285816,9.913570439606065,1320.374207344291,0.0,61.500000000058435,177745.00000003236,177746.40000003236,1,0
0.0,3378385.0,0,0.0,11.173800963751074,1.0218313016719087,1973.5841494906365,0.0,406.00000000005855,177647.5000000324,177752.4000000324,1,0
0.7262964748862868,3209130.0,0,0.0,10.669180203285816,1.2748507367451347,1341.576623096209,0.0,63.20000000005882,177726.20000003246,177702.6000000325,1,0
1.0,3565600.0,0,0.0,13.703984299085807,13.19348934111068,0.0,0.0,105.40000000005955,177690.30000003264,177656.90000003265,1,1
0.0,4454914.0,0,0.0,1.4106458929422454,3.256684349422051,651.250426841566,614.798475683408,346.2000000000613,177681.7000000331,177690.7000000331,2,0
0.10379084448913811,3509169.0,0,0.0,3.7016738874126744,0.7534218075317747,1477.4009116550676,0.0,33.600000000061414,177676.10000003313,177685.10000003313,1,0
0.0,4437953.0,0,0.0,8.032524874425103,1.176324363405048,1782.3138366511782,0.0,362.4000000000616,177621.90000003317,177690.80000003317,1,0
0.5049423955925897,3920970.0,0,0.0,0.5874594458042993,13.703984299085807,1082.0948349738483,214.40288278274465,173.70000000006166,177687.7000000332,177645.60000003318,2,0
0.0,4136459.0,0,0.0,1.2554893620914942,0.6661328846443879,282.2370326946267,0.0,382.3000000000618,177664.80000003322,177687.20000003322,1,0
7.606800026297712E-4,3600864.0,0,0.0,0.9122107561276946,1.4106458929422454,1490.015629017683,0.0,155.40000000006228,177694.40000003335,177650.80000003334,1,0
0.08268201118313974,3792289.0,0,0.0,10.669180203285816,0.6171615030591352,1598.3566315605692,0.0,79.10000000006244,177658.6000000334,177692.00000003338,1,0
0.0,4437953.0,0,0.0,4.2261637077009935,0.62974648382394,765.9037361212654,1094.4294513466566,367.10000000006266,177643.60000003345,177691.60000003345,3,0
0.0,3600864.0,0,0.0,1.4106458929422454,0.9122107561276946,660.0234967792392,625.4863764511305,354.0000000000631,177618.00000003356,177663.00000003356,2,0
0.6222047132044198,3930064.0,0,0.0,10.669180203285816,0.6455805365512305,1698.0233909758895,0.0,90.400000000065,177599.90000003405,177635.40000003405,1,0
0.07403988833145823,3918652.0,0,0.0,5.039835624194049,1.099262568170337,1257.3455441621945,0.0,188.50000000006503,177577.50000003405,177607.00000003405,1,0
0.6217199436376769,3602072.0,0,0.0,1.069596360411873,13.19348934111068,566.3281589142418,1050.6900640361544,520.8000000000662,177586.80000003436,177532.70000003435,4,0
0.07534694012419349,4480699.0,0,0.0,5.039835624194049,3.2374269499102324,1294.3336301551135,0.0,197.50000000006708,177527.50000003458,177574.50000003458,1,0
0.10284640738495593,3509169.0,0,0.0,3.7016738874126744,0.859170389474308,1580.635129292665,0.0,70.30000000006976,177516.80000003526,177502.20000003526,1,0
0.6600232832041971,4453321.0,0,0.0,10.669180203285816,8.733219965971463,1739.8462370663422,0.0,113.30000000007021,177495.80000003538,177550.80000003538,1,1
0.0,4437953.0,0,0.0,4.2261637077009935,0.5361592445743314,633.3451970529704,1504.8044176441174,401.9000000000706,177489.40000003547,177537.40000003547,3,0
0.7590771732134975,4051359.0,0,0.0,4.639560811524878,9.913570439606065,807.0171402547749,0.0,9.0000000000706,177493.00000003548,177523.50000003548,1,0
0.40636927909360926,3605683.0,0,0.0,13.467245059122973,5.039835624194049,1350.5862788410982,0.0,309.2000000000709,177490.20000003555,177450.70000003555,1,0
0.0,4.8467289E7,0,0.0,4.923011542363577,9.806978789663242,1603.620130312231,1981.5649300616149,593.3000000000713,177474.30000003567,177462.20000003566,2,1
0.11409819239037822,3918652.0,0,0.0,1.099262568170337,3.2374269499102324,1179.657093275183,939.2172573425827,407.7000000000719,177476.2000000358,177475.6000000358,2,1
0.0,4.8467289E7,1,1.0,9.806978789663242,7.916540589818562,1446.1987128133267,1981.0068779679066,595.8000000000719,177439.30000003582,177511.80000003582,3,1
0.10003603920157944,3043636.0,0,0.0,13.467245059122973,1.099262568170337,1196.2243317498728,0.0,321.2000000000736,177433.20000003625,177435.20000003625,1,0
0.10981374011126649,3043636.0,0,0.0,13.467245059122973,3.2374269499102324,1189.276174917145,0.0,322.80000000007396,177415.30000003634,177427.70000003633,1,0
0.19348918822245836,4480699.0,0,0.0,6.4256077016151885,6.809999545727708,1994.4406820631514,1173.584341129343,228.000000000074,177376.00000003635,177458.40000003634,2,0
0.6552862611042198,3930064.0,0,0.0,8.733219965971463,0.6455805365512305,1727.0550822782866,193.4482690103359,136.5000000000755,177447.50000003673,177438.90000003672,2,0
0.0,3918652.0,0,0.0,0.5658474351962436,0.5874594458042993,982.2565797815536,1168.7340227028164,425.90000000007603,177395.40000003687,177423.80000003686,2,0
0.20050215190610837,3792289.0,0,0.0,8.733219965971463,0.6171615030591352,1725.290148185203,244.09893074844544,142.3000000000768,177413.80000003707,177425.20000003706,2,0
0.2383688659398361,4480699.0,0,0.0,0.5874594458042993,9.913570439606065,1077.7734906456947,456.4834920239073,242.60000000007733,177388.6000000372,177394.5000000372,2,0
0.003953584884890575,4476743.0,0,0.0,3.385626347025982,0.9183752340732825,1117.0701132362922,1542.0128700315975,571.5000000000778,177374.5000000373,177418.0000000373,3,0
0.0,4437953.0,0,0.0,8.032524874425103,1.1220021949941061,2040.8981512021876,0.0,436.8000000000785,177309.3000000375,177412.8000000375,1,0
0.0,4.9017789E7,0,0.0,1.0193948213002595,9.59328576741097,1645.2660374116601,0.0,168.60000000007892,177367.1000000376,177345.6000000376,1,0
0.14107120940411894,3828261.0,0,0.0,12.771034882877892,3.3469825377397813,1043.8694007788263,0.0,191.000000000079,177332.00000003763,177400.40000003763,1,0
0.02171934662053212,3562937.0,0,0.0,13.467245059122973,4.114550048325524,1103.7844011772577,0.0,345.70000000007917,177319.70000003767,177369.60000003767,1,0
0.0,4437953.0,0,0.0,4.2261637077009935,1.4395372795926162,531.7472164466482,1654.4373444536984,443.10000000007994,177309.60000003787,177375.60000003787,3,0
0.18599443042906397,3601727.0,0,0.0,13.467245059122973,3.385626347025982,833.4300740484922,0.0,365.6000000000837,177234.60000003883,177256.50000003882,1,0
0.0,4381166.0,0,0.0,0.7825397830741819,3.7724995715173693,1748.697571751634,2421.532280666663,647.6000000000837,177257.60000003892,177297.60000003883,3,0
0.14449518023837365,4440271.0,0,0.0,12.771034882877892,6.809999545727708,1372.8423823679525,0.0,217.00000000008492,177222.50000003914,177254.90000003914,1,0
7.338677791246125E-4,3600864.0,0,0.0,0.9122107561276946,0.5252792162573781,1259.053994933929,0.0,260.30000000008613,177246.80000003945,177260.70000003945,1,1
0.3659774874349683,4476743.0,0,0.0,0.7968301941274706,12.258507154169955,287.9493677160032,1448.4121865756306,611.4000000000868,177225.40000003963,177235.80000003963,2,0
0.0,4468330.0,0,0.0,1.1815507282841624,0.897969050421379,1067.710440533917,0.0,60.0000000000872,177248.00000003973,177252.00000003973,1,0
0.09760990903531024,3664972.0,0,0.0,3.7016738874126744,1.0218313016719087,1739.9186016274273,0.0,147.9000000000874,177193.90000003978,177232.80000003977,1,0
0.0,2801431.0,0,0.0,1.0218313016719087,3.7016738874126744,1301.0920395428948,0.0,173.500000000088,177209.00000003993,177171.00000003993,1,0
0.6365429139631215,3602072.0,0,0.0,1.2748507367451347,13.19348934111068,696.8762858845673,1743.724057542887,618.4000000000884,177176.90000004007,177131.30000004004,2,0
0.0,4.9017789E7,0,0.0,1.0193948213002595,7.706748250352112,1687.6735399935717,0.0,212.20000000008883,177181.20000004015,177164.60000004014,1,0
0.0,2881138.0,0,0.0,13.19348934111068,1.2748507367451347,419.4904670149439,0.0,598.6000000000889,177111.10000004017,177158.5000000402,1,0
0.30807203070570904,4453321.0,0,0.0,8.733219965971463,12.992232479054167,1377.2621634589284,534.4747739749447,196.00000000008902,177188.5000000402,177204.4000000402,2,0
0.0,4468330.0,0,0.0,1.1815507282841624,0.5218148809083007,1047.249818546652,0.0,74.20000000009043,177176.70000004055,177183.20000004055,1,0
0.262367412064652,4476743.0,0,0.0,13.19348934111068,9.528932391427041,690.5663717571795,1808.6360000822615,631.4000000000914,177050.9000000408,177162.8000000408,3,0
0.2944156245172197,3055048.0,0,0.0,13.467245059122973,0.6455805365512305,278.5292351307697,0.0,404.3000000000925,177074.30000004108,177124.20000004108,1,1
0.06828779514089253,2920420.0,0,0.0,0.5874594458042993,4.114550048325524,1052.9487864985372,690.9801896401694,309.3000000000925,177107.80000004108,177125.20000004108,2,0
0.05059103392819273,2920420.0,0,0.0,4.114550048325524,0.5874594458042993,886.3471557169393,0.0,25.400000000092973,177105.9000000412,177089.4000000412,1,0
0.3048855456207757,4476743.0,0,0.0,0.7968301941274706,6.7233216735336105,271.046096914503,1605.9587359549673,639.5000000000932,177106.00000004127,177110.40000004126,2,0
0.46198001407360284,3578305.0,0,0.0,0.6455805365512305,13.467245059122973,1562.579666290814,94.24146866212546,215.00000000009334,177090.5000000413,177042.0000000413,3,0
0.13507483705438397,4.790756E7,0,0.0,12.771034882877892,9.590963726963816,1425.5977397058832,0.0,255.50000000009368,177063.5000000414,177125.40000004138,1,0
0.3514861721043904,4001768.0,0,0.0,4.114550048325524,7.33895350696427,856.5947040629203,0.0,30.40000000009411,177071.4000000415,177122.4000000415,1,0
0.009274805207483087,4387990.0,0,0.0,3.3469825377397813,1.305375592496118,361.30891651420967,0.0,582.9000000000942,177126.40000004153,177128.80000004152,1,1
0.5744519011256042,4.790756E7,0,0.0,9.590963726963816,9.076554187907407,1689.2801003276513,0.0,257.9000000000942,177103.40000004153,177042.90000004153,2,0
0.0,4.9086123E7,0,0.0,5.901387171865693,8.972146218677011,1879.4576478265612,0.0,565.6000000000948,176997.60000004168,177089.60000004168,1,0
0.13814315532632404,4480699.0,0,0.0,0.5874594458042993,7.33895350696427,1042.93127934062,732.1511075975574,319.8000000000949,177041.3000000417,177100.8000000417,2,0
0.050738312162980956,2920420.0,0,0.0,4.114550048325524,0.5658474351962436,800.4476224487712,0.0,44.0000000000972,177005.0000000423,177008.0000000423,1,0
0.3202897063203096,3934020.0,0,0.0,0.8629822353086423,8.733219965971463,944.3723231304816,1117.3139566991406,331.2000000000975,177006.20000004236,177025.60000004235,3,1
0.09465804772066833,4372710.0,0,0.0,3.7016738874126744,3.916746508254256,1840.2392037114214,0.0,193.50000000009777,176991.50000004243,177050.40000004243,1,0
0.7190224007908581,3410763.0,0,0.0,8.733219965971463,0.8629822353086423,942.0086461297668,787.6045757000442,235.30000000009795,177006.30000004248,176987.80000004248,2,0
0.18935594693925062,4476743.0,0,0.0,0.7968301941274706,1.2715186624161876,252.20065873855356,1729.4708803396652,660.600000000098,177011.6000000425,177042.0000000425,2,0
0.0,4136459.0,0,0.0,0.8141502235037683,0.82395421797536,229.1704147107969,507.6437997117428,542.2000000000982,177037.20000004253,177054.70000004253,3,0
0.12208139888841113,3783636.0,0,0.0,12.718508335621273,0.7826401722064231,630.3101003826102,1947.8873316306622,662.6000000000985,176912.6000000426,177031.5000000426,3,0
0.5931731109918883,4476743.0,0,0.0,1.069596360411873,5.8981267385274805,578.6035804061783,1605.4380624424693,664.3000000000989,177002.3000000427,177030.8000000427,4,0
0.036065394572114454,3783636.0,1,1.0,1.069596360411873,5.8981267385274805,1019.1190796242998,0.0,489.40000000009934,176983.90000004284,177011.90000004284,1,0
0.7375919556560291,3410763.0,0,0.0,11.545825738600278,0.8629822353086423,857.137756605348,760.6771464530515,243.0000000000997,177004.50000004293,176951.90000004292,3,0
0.5416507788587686,4.7208835E7,1,1.0,8.545338936614266,9.076554187907407,723.6277385789193,0.0,0.0,177003.0000000434,176942.5000000434,1,0
0.07207752470785782,2188031.0,0,0.0,0.7826401722064231,1.2748507367451347,1374.605604650539,363.1237156918507,492.3000000001,176996.800000043,176941.70000004303,2,0
0.0,4468330.0,0,0.0,0.897969050421379,0.9169881677740406,1054.8836101362785,110.2064499320982,118.30000000010045,177003.80000004312,176998.80000004312,2,0
0.41436559475034684,3578305.0,0,0.0,13.467245059122973,2.7122428937340954,255.93263022799496,0.0,440.10000000010064,176903.10000004317,176946.50000004316,1,0
0.16661555118329674,3783636.0,0,0.0,1.2748507367451347,0.7826401722064231,637.8002833256604,2005.5373859646265,672.1000000001006,176916.1000000432,176972.10000004317,2,0
0.0,4419960.0,0,0.0,10.266510275280947,0.6311643198850126,1384.7410226546826,711.6208833310694,380.9000000001015,176961.4000000434,176980.4000000434,3,0
